Country,Mauritius,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
2004,5,0.462,0.3961,0.1419,0.1336,8620.7015,10490.0803,36996.2011,4.291551113,,,
2005,4.9,0.4555,0.3994,0.1451,0.1269,8639.4242,10618.3979,37724.6659,4.366556644,,,
2006,4.6,0.45,0.4031,0.147,0.1233,8930.2148,10918.589,39904.1848,4.468448162,,,
2007,4.2,0.4444,0.4068,0.1488,0.1198,9248.2669,11382.6631,42063.5708,4.548248768,,,
2008,4.4,0.4388,0.4105,0.1507,0.1162,9402.7494,11599.5809,43357.0089,4.611111164,,,
2009,4.2,0.4333,0.4142,0.1525,0.1126,9507.6439,11704.3188,44394.987,4.669416428,,,
2010,4.3,0.4277,0.4179,0.1544,0.109,9676.7756,11889.3531,45625.9898,4.715013504,,,
2011,3.8,0.4249,0.4184,0.1567,0.109,9255.6307,11474.8669,43648.8962,4.715945244,,,
2012,4.1,0.4221,0.4188,0.1591,0.1091,9550.2598,11771.6111,45126.7419,4.725169182,,,
2013,4.1,0.4193,0.4193,0.1614,0.1091,9701.217,11964.5575,45740.7549,4.714940548,,,
2014,4,0.4165,0.4197,0.1638,0.1091,9994.5144,12177.9502,47044.612,4.707031727,,,
2015,3.8,0.4137,0.4202,0.1661,0.1091,10042.1438,12180.0653,48446.3132,4.824280739,,,
2016,4.1,0.4137,0.4202,0.1661,0.1091,10050.526,12183.5121,48628.7624,4.838438034,,,
2017,4.2,0.4137,0.4202,0.1661,0.1091,10112.5697,12263.7302,48931.1469,4.838638306,,,
2018,4.3,0.4137,0.4202,0.1661,0.1091,10272.2225,12431.2951,49841.4341,4.852066994,,,
2019,4.3,0.4137,0.4202,0.1661,0.1091,10222.6345,12412.024,50040.1775,4.895027637,,,
,,,,,,,,,,,,
Country,Botswana,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,6.2,0.6949,0.2507,0.0544,0.3152,16261.3468,17938.8796,78383.3196,4.820222378,,,
1999,6.1,0.6951,0.2519,0.053,0.3061,15982.3859,18978.2848,78134.0038,4.888754845,,,
2000,6,0.6953,0.2531,0.0516,0.297,15565.6812,18695.5098,76559.9339,4.918507576,,,
2001,6,0.6956,0.2543,0.0502,0.2879,15583.3876,18160.4265,78651.7218,5.047150612,,,
2002,6.4,0.6958,0.2554,0.0488,0.2788,14166.2565,18700.7814,73947.7613,5.219994545,,,
2003,5.7,0.6926,0.2569,0.0506,0.2809,13896.769,19016.752,71973.2822,5.179140091,,,
2004,6,0.6893,0.2583,0.0523,0.2831,13577.7594,18982.223,70277.8724,5.175953388,,,
2005,5.9,0.6861,0.2597,0.0541,0.2853,14456.0086,19276.487,75811.0561,5.244260311,,,
2006,5.6,0.6829,0.2612,0.0559,0.2875,15355.6853,20276.2156,83138.7403,5.414200783,,,
2007,5.4,0.6797,0.2626,0.0577,0.2896,16137.8517,21289.2938,89523.5981,5.547429085,,,
2008,5.8,0.6765,0.2641,0.0595,0.2918,16205.7314,21945.4379,91334.0373,5.635911465,,,
2009,5.4,0.6733,0.2655,0.0612,0.294,14917.553,19709.5958,83468.5721,5.595323086,,,
2010,5.8,0.6598,0.2756,0.0646,0.2829,15568.9992,20876.7288,84617.3631,5.434992313,,,
2011,5.6,0.6464,0.2857,0.0679,0.2718,17143.131,21706.2622,91893.0909,5.36034441,,,
2012,5.8,0.633,0.2958,0.0712,0.2607,17398.7883,22302.9612,93147.0658,5.35365057,,,
2013,6.1,0.6196,0.3059,0.0745,0.2496,18393.6795,24466.9855,98804.6749,5.371664524,,,
2014,6.5,0.6061,0.316,0.0779,0.2385,19233.9266,25091.624,104005.8872,5.407419205,,,
2015,6.4,0.5926,0.3262,0.0812,0.2274,18556.479,24239.0507,101514.5428,5.470571995,,,
2016,6,0.5926,0.3262,0.0812,0.2274,17721.1004,24711.1848,97533.2106,5.503790855,,,
2017,6.2,0.5926,0.3262,0.0812,0.2274,17938.1819,24787.623,99403.1415,5.541428566,,,
2018,6.1,0.5926,0.3262,0.0812,0.2274,18095.3377,25204.4208,100951.9696,5.578893661,,,
2019,6.1,0.5926,0.3262,0.0812,0.2274,18257.4085,25252.3769,102467.1681,5.612361908,,,
,,,,,,,,,,,,
Country,Libya,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,-,0.4543,0.3928,0.1529,0.1418,29791.8609,30924.0382,74330.1896,2.49498415,,,
1999,-,0.4569,0.3911,0.152,0.1441,34315.4066,35445.7062,86496.4792,2.520632982,,,
2000,-,0.4552,0.3921,0.1528,0.142,33703.5521,35621.9635,89412.5867,2.652914524,,,
2001,-,0.4535,0.3927,0.1538,0.1398,31550.0527,33941.0652,90553.9171,2.870164394,,,
2002,-,0.4519,0.3933,0.1548,0.1377,31563.0393,32590.4635,97135.284,3.077497244,,,
2003,-,0.4503,0.3939,0.1558,0.1355,34942.8293,35707.7061,117152.4155,3.35269165,,,
2004,2.1,0.4487,0.3946,0.1568,0.1334,34515.4464,36183.28,122322.0813,3.543979883,,,
2005,2.5,0.4478,0.3945,0.1577,0.1337,37363.4136,39309.1281,136485.0146,3.65290451,,,
2006,2.5,0.447,0.3944,0.1585,0.1342,38538.8533,40769.1767,155297.3693,4.029631615,,,
2007,2.7,0.4455,0.395,0.1595,0.1339,41850.8941,42282.9709,176975.528,4.228717804,,,
2008,2.5,0.4439,0.3957,0.1604,0.1337,40874.8685,42415.8875,174612.7574,4.27188158,,,
2009,2.6,0.44,0.3982,0.1618,0.1302,39917.2274,41220.0292,193581.2636,4.849568367,,,
2010,2.5,0.4369,0.3998,0.1633,0.1281,41022.571,42522.0487,196648.2028,4.793659687,,,
2011,2.2,0.4332,0.4009,0.166,0.1262,14625.9901,15917.8393,98761.185,6.752459526,,,
2012,2,0.4299,0.4019,0.1683,0.1246,33250.9002,35157.5768,160867.1931,4.837980747,,,
2013,2.1,0.4361,0.3976,0.1663,0.1314,28843.9207,30112.6132,145314.3073,5.037950039,,,
2014,1.5,0.4428,0.393,0.1642,0.1387,22180.0969,22682.4262,124233.5301,5.601119518,,,
2015,1.8,0.4486,0.3893,0.1621,0.1446,21211.5816,20457.8137,114556.8256,5.400670528,,,
2016,1.6,0.4455,0.3919,0.1627,0.1402,19849.9491,19574.8062,104502.8069,5.264644146,,,
2017,1.4,0.4422,0.3945,0.1632,0.1356,24826.4595,24351.8244,131414.469,5.293326855,,,
2018,1.7,0.4422,0.3946,0.1633,0.1356,27413.9132,27497.7,144565.2334,5.273422241,,,
2019,1.8,0.4421,0.3946,0.1633,0.1356,27411.2533,27657.7632,144624.2205,5.276083469,,,
,,,,,,,,,,,,
Country,South AFrica,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,5.2,0.5152,0.3716,0.1133,0.1407,11874.3405,14010.4076,42427.3088,3.573022842,,,
1999,5,0.5251,0.3674,0.1075,0.1476,11668.3482,13847.4217,42340.1184,3.628631353,,,
2000,5,0.5349,0.3632,0.1018,0.1544,11814.0727,13975.4703,43466.2444,3.679192066,,,
2001,4.8,0.5466,0.3519,0.1015,0.1617,12031.7434,14257.7706,44932.5613,3.734502792,,,
2002,4.8,0.5584,0.3405,0.1012,0.169,12418.9316,14578.77,45769.5719,3.685466528,,,
2003,44,0.5708,0.3287,0.1005,0.1723,12637.5074,14847.6471,47571.7943,3.76433301,,,
2004,4.6,0.5735,0.322,0.1044,0.1743,13162.7326,15302.8561,51031.398,3.876960278,,,
2005,4.5,0.5906,0.3077,0.1016,0.1834,13697.5209,15864.5561,54895.2442,4.007677555,,,
2006,4.6,0.6007,0.3056,0.0937,0.1934,14231.1533,16585.7417,58757.1495,4.128767967,,,
2007,5.1,0.6197,0.2986,0.0816,0.2033,14548.936,17246.7576,60835.0206,4.181407928,,,
2008,4.9,0.6006,0.312,0.0874,0.1976,14691.9671,17537.3668,60752.1482,4.13505888,,,
2009,4.7,0.5929,0.3171,0.0899,0.1858,14330.3493,17134.9453,59585.9273,4.158024788,,,
2010,4.5,0.6143,0.3069,0.0789,0.1877,14745.5615,17494.2296,60956.3522,4.133878708,,,
2011,4.1,0.6243,0.3021,0.0736,0.1865,15117.0258,17872.4982,61842.9771,4.090950489,,,
2012,4.3,0.6544,0.2866,0.059,0.1932,14937.1492,17759.0067,61617.5535,4.125121117,,,
2013,4.2,0.6542,0.2872,0.0585,0.1931,14716.3272,17580.5804,62047.5082,4.216236115,,,
2014,4.4,0.6541,0.2879,0.058,0.1931,14548.7724,17410.0924,62478.03,4.294383049,,,
2015,4.4,0.6541,0.2879,0.058,0.1931,14489.7913,17268.1626,63026.623,4.349727154,,,
2016,4.5,0.6541,0.2879,0.058,0.1931,14147.3214,17005.6972,61531.7588,4.349357605,,,
2017,4.3,0.6541,0.2879,0.058,0.1931,14074.8626,16939.9882,61151.1022,4.344702244,,,
2018,4.3,0.6541,0.2879,0.058,0.1931,13935.5062,16789.9674,60645.919,4.351898193,,,
2019,4.4,0.6541,0.2879,0.058,0.1931,13616.6113,16548.8308,59082.9904,4.339038849,,,
,,,,,,,,,,,,
Country,Gabon,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,-,0.5078,0.367,0.1251,0.1714,25514.2399,33066.8162,93382.5854,3.660018206,,,
1999,-,0.5078,0.367,0.1251,0.1714,22064.2256,29292.6901,82371.0234,3.733238697,,,
2000,-,0.5078,0.367,0.1251,0.1714,20237.5075,27944.3087,78363.8665,3.872209311,,,
2001,-,0.5078,0.367,0.1251,0.1714,20714.9521,27743.0369,81052.8091,3.912768364,,,
2002,-,0.5078,0.367,0.1251,0.1714,20931.21,26875.3505,83261.8979,3.977882624,,,
2003,-,0.5078,0.367,0.1251,0.1714,21024.4396,26654.9075,86341.5577,4.106723785,,,
2004,3.3,0.5078,0.367,0.1251,0.1714,19367.6697,25996.7298,82258.3139,4.247197151,,,
2005,2.9,0.5078,0.367,0.1251,0.1714,19893.7797,25816.4855,88280.7048,4.437603474,,,
2006,3,0.5016,0.3717,0.1267,0.1663,18513.4511,24178.2512,84837.7948,4.582494736,,,
2007,3.3,0.4954,0.3763,0.1283,0.1612,19277.6344,24661.7987,90703.4875,4.705115318,,,
2008,3.1,0.4892,0.3809,0.1299,0.1561,17949.8105,22907.1319,86505.5526,4.819302082,,,
2009,2.9,0.4829,0.3856,0.1315,0.151,16747.6428,21994.7143,82024.0172,4.897645473,,,
2010,2.8,0.4767,0.3902,0.1331,0.1459,16812.1022,22554.3326,82992.3889,4.936467171,,,
2011,3,0.4705,0.3948,0.1346,0.1408,18458.9379,23111.8945,91806.5336,4.973554611,,,
2012,3.5,0.4643,0.3995,0.1362,0.1357,18035.1718,23222.4218,90021.355,4.991433144,,,
2013,3.4,0.4581,0.4041,0.1378,0.1306,19153.6781,23413.4296,95344.1568,4.977850914,,,
2014,3.7,0.4518,0.4088,0.1394,0.1255,19594.408,23356.3537,97012.609,4.951035023,,,
2015,3.4,0.4456,0.4134,0.141,0.1204,20068.8199,23282.0002,98491.549,4.907690048,,,
2016,3.5,0.4394,0.418,0.1426,0.1153,19862.1143,23078.6799,97157.5501,4.891601563,,,
2017,3.2,0.4332,0.4227,0.1442,0.1102,19395.5733,22586.1664,94585.4247,4.876650333,,,
2018,3.1,0.4332,0.4227,0.1442,0.1102,19071.4229,22237.9463,93643.5798,4.910151958,,,
2019,3.1,0.4332,0.4227,0.1442,0.1102,19385.5283,22591.8072,95986.4938,4.951450825,,,
,,,,,,,,,,,,
Country,Egypt,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,2.9,0.505,0.3419,0.1531,0.1908,10621.7798,11035.7421,50869.8436,4.789203644,,,
1999,3.3,0.5164,0.3369,0.1467,0.1975,10833.4336,11389.6475,52329.2349,4.8303442,,,
2000,3.1,0.5137,0.3395,0.1468,0.1955,11281.1245,11774.2455,55232.9956,4.896055222,,,
2001,3.6,0.511,0.342,0.147,0.1936,11482.8637,11859.9348,56861.9947,4.951898098,,,
2002,3.4,0.5084,0.3445,0.1471,0.1917,11264.442,11795.1341,56325.942,5.000333786,,,
2003,3.3,0.5059,0.3469,0.1472,0.1898,11314.1416,11812.0696,57280.258,5.062712193,,,
2004,3.2,0.5034,0.3493,0.1473,0.188,11412.1016,11932.9582,58777.0624,5.15041399,,,
2005,3.4,0.5029,0.3501,0.147,0.1903,11587.5284,12105.4596,61078.7838,5.271081448,,,
2006,3.3,0.5025,0.3507,0.1467,0.1925,12118.5367,12563.6343,65383.8081,5.395357132,,,
2007,2.9,0.5021,0.3514,0.1465,0.1945,12616.7494,13077.6756,69177.843,5.483019829,,,
2008,2.8,0.5018,0.352,0.1462,0.1965,13037.7326,13631.6283,72152.4923,5.534130096,,,
2009,2.8,0.4931,0.3546,0.1523,0.1874,12939.5511,13893.3769,72149.1558,5.575862885,,,
2010,3.1,0.4844,0.3571,0.1585,0.1783,13033.3208,14241.4474,73055.2587,5.605269432,,,
2011,2.9,0.4869,0.3603,0.1527,0.1822,12994.8484,14139.1705,73052.1119,5.621623993,,,
2012,3.2,0.4895,0.3635,0.1471,0.186,13148.4377,14131.3273,74224.0747,5.645085335,,,
2013,3.2,0.4957,0.3586,0.1457,0.1933,13127.5016,14136.3558,74011.0136,5.637860298,,,
2014,3.7,0.5017,0.3539,0.1444,0.2004,13254.6995,14242.5701,74993.1126,5.657851696,,,
2015,3.6,0.5076,0.3493,0.1431,0.2073,13642.3809,14543.5502,79005.4427,5.791178703,,,
2016,3.4,0.5022,0.3523,0.1455,0.2028,13957.2288,14895.7637,81176.8353,5.816112995,,,
2017,3.2,0.497,0.3553,0.1478,0.1984,14070.9068,15194.2454,82076.3442,5.833053112,,,
2018,3.5,0.497,0.3553,0.1478,0.1984,14317.3328,15652.5941,83978.9515,5.86554718,,,
2019,3.5,0.497,0.3553,0.1478,0.1984,14686.1971,16179.1748,86854.5813,5.914027214,,,
,,,,,,,,,,,,
Country,Morocco,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,3.7,0.4974,0.3716,0.131,0.1594,5817.0671,6171.0735,24823.5905,4.267373562,,,
1999,4.1,0.497,0.3726,0.1304,0.1597,5743.1377,6085.8122,24855.4322,4.327852726,,,
2000,4.7,0.4966,0.3736,0.1298,0.16,5712.9613,6055.4005,25105.4959,4.394484043,,,
2001,-,0.499,0.3711,0.1299,0.1617,5998.9217,6326.9515,26969.3519,4.495706081,,,
2002,3.7,0.5015,0.3685,0.13,0.1634,6046.6753,6362.7757,27796.4411,4.596975803,,,
2003,3.3,0.5039,0.3659,0.1302,0.1652,6256.5702,6584.419,29303.3762,4.683621407,,,
2004,3.2,0.5063,0.3634,0.1303,0.1669,6420.8657,6744.8044,30652.424,4.773882389,,,
2005,3.2,0.5088,0.3608,0.1304,0.1686,6519.5226,6813.7195,31806.4025,4.878634453,,,
2006,3.2,0.5112,0.3582,0.1305,0.1703,6860.3869,7172.0704,34156.1938,4.978758335,,,
2007,3.5,0.5088,0.3599,0.1312,0.1676,6941.5028,7265.3148,35061.0318,5.050928593,,,
2008,3.5,0.5064,0.3616,0.132,0.1649,7194.9154,7530.9826,36679.042,5.097909451,,,
2009,3.3,0.504,0.3633,0.1327,0.1622,7247.4118,7686.2813,37169.4666,5.12865591,,,
2010,3.4,0.5016,0.365,0.1334,0.1595,7379.8293,7816.78,37993.6956,5.148322582,,,
2011,3.4,0.4992,0.3667,0.1341,0.1568,7543.3464,8049.6104,38909.7932,5.158158302,,,
2012,3.7,0.4967,0.3684,0.1349,0.1541,7576.3286,8117.9643,39121.5527,5.163654327,,,
2013,3.7,0.4943,0.3701,0.1356,0.1514,7825.107,8314.3007,40394.2816,5.162142277,,,
2014,3.9,0.4943,0.3701,0.1356,0.1514,7816.5266,8369.1503,40393.0326,5.167642593,,,
2015,3.6,0.4943,0.3701,0.1356,0.1514,8066.373,8583.3355,42919.0668,5.320737362,,,
2016,3.7,0.4943,0.3701,0.1356,0.1514,8004.3911,8522.9284,42920.6598,5.362145424,,,
2017,4,0.4943,0.3701,0.1356,0.1514,8182.2452,8728.9676,44035.7548,5.381866932,,,
2018,4.3,0.4943,0.3701,0.1356,0.1514,8298.4613,8847.9895,44851.4215,5.404787064,,,
2019,4.1,0.4943,0.3701,0.1356,0.1514,8267.0721,8917.4114,44899.3923,5.431109905,,,
,,,,,,,,,,,,
Country,Namibia,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,5.3,0.7155,0.2292,0.0553,0.2687,10071.8258,11044.2459,46444.7208,4.611348152,,,
1999,5.3,0.7155,0.2292,0.0553,0.2687,9737.9589,11145.8797,45070.1202,4.628293514,,,
2000,5.4,0.7155,0.2292,0.0553,0.2687,9765.5349,11261.6342,46022.6068,4.712758064,,,
2001,5.4,0.7155,0.2292,0.0553,0.2687,9446.454,11115.6812,45313.8319,4.796916485,,,
2002,5.7,0.7155,0.2292,0.0553,0.2687,10047.8412,11366.9963,48615.404,4.838391781,,,
2003,4.7,0.7155,0.2292,0.0553,0.2687,10475.4254,11562.5431,51255.0646,4.892885685,,,
2004,4.1,0.7116,0.2322,0.0562,0.2677,11153.4636,12665.3373,55568.033,4.982131481,,,
2005,4.3,0.7077,0.2352,0.0571,0.2668,10891.0123,12667.1477,56089.4713,5.150067806,,,
2006,4.1,0.7038,0.2382,0.058,0.2658,11528.9293,13188.2142,61407.5927,5.326391697,,,
2007,4.5,0.7,0.2412,0.0589,0.2648,11870.9282,13530.0858,64970.0308,5.473036289,,,
2008,4.5,0.6961,0.2442,0.0598,0.2639,11770.9286,13531.309,65502.2236,5.564745903,,,
2009,4.5,0.6922,0.2472,0.0607,0.2629,11558.1297,13222.8652,65819.1026,5.69461441,,,
2010,4.4,0.6838,0.2547,0.0615,0.255,11768.1396,13660.1274,67793.877,5.760798931,,,
2011,4.4,0.6754,0.2623,0.0623,0.2472,12249.4177,14047.3653,69836.5051,5.701208115,,,
2012,4.8,0.6671,0.2699,0.0631,0.2393,12220.0216,14427.4205,70185.3735,5.74347496,,,
2013,4.8,0.6587,0.2774,0.0639,0.2315,13191.1499,14890.096,76028.4267,5.763594151,,,
2014,4.9,0.6504,0.285,0.0647,0.2236,13604.2024,15393.3331,77935.9247,5.728814125,,,
2015,5.3,0.642,0.2925,0.0655,0.2157,13983.6607,15735.0677,79263.6129,5.668303967,,,
2016,5.2,0.642,0.2925,0.0655,0.2157,13255.9505,15314.676,75344.8009,5.683847427,,,
2017,5.1,0.642,0.2925,0.0655,0.2157,12975.9634,14909.0313,74255.227,5.722522736,,,
2018,5.3,0.642,0.2925,0.0655,0.2157,12547.5866,14660.0842,72131.8282,5.748661041,,,
2019,5.2,0.642,0.2925,0.0655,0.2157,11878.7078,14166.2806,68489.8327,5.765764713,,,
,,,,,,,,,,,,
Country,Sao Tome and Principe,,,,,,,,,,,
Variable,CPI,p90p100,p50p90,p0p50,p99p100,Nat Inc pAdult,Nat Inc pAdult,Nat Wealth pAdult,Wealth-Inc Ratio,10/50 Ratio,Pop,
1998,-,0.3969,0.4347,0.1684,0.0912,4243.6145,4776.2587,11493.9516,2.708527565,,,
1999,-,0.3969,0.4347,0.1684,0.0912,4238.4016,4752.5297,11374.5104,2.683677673,,,
2000,-,0.3969,0.4347,0.1691,0.0912,4271.8538,4640.1951,11645.2457,2.726040125,,,
2001,-,0.3966,0.4344,0.1697,0.0911,4284.4209,4655.3319,12456.8226,2.907471895,,,
2002,-,0.3962,0.434,0.1704,0.0909,4278.84,4645.5151,13296.0834,3.107403278,,,
2003,-,0.3959,0.4337,0.171,0.0907,4520.1181,4831.0843,14920.7629,3.300967216,,,
2004,-,0.3956,0.4333,0.1717,0.0905,4588.3741,4893.8129,15356.8383,3.346903563,,,
2005,-,0.3953,0.433,0.1723,0.0904,4787.4072,5104.5967,16597.4911,3.466907263,,,
2006,-,0.395,0.4326,0.173,0.0902,5274.0322,5357.6524,19061.5251,3.614221334,,,
2007,2.7,0.3947,0.4323,0.1737,0.09,5267.7084,5314.0623,20453.8131,3.882868528,,,
2008,2.7,0.3944,0.432,0.1743,0.0898,5306.8753,5527.757,21830.8306,4.113686562,,,
2009,2.8,0.3941,0.4316,0.175,0.0896,5225.5102,5462.9808,21946.3371,4.199845791,,,
2010,3,0.3938,0.4313,0.175,0.0895,5403.0828,5649.2995,22947.2173,4.247059345,,,
2011,3,0.3938,0.4313,0.175,0.0895,5496.9348,5752.5333,23592.2965,4.291899681,,,
2012,4.2,0.3938,0.4313,0.175,0.0895,5504.4028,5811.4543,23896.9858,4.341428757,,,
2013,4.2,0.3938,0.4313,0.175,0.0895,5758.3819,5983.3389,25244.6064,4.383978367,,,
